datetime,irradiancia_kwh_m2,temperatura_c,humedad_pct,viento_m_s
2023-11-02 18:00:00,0.0,27.45,77.07,2.55
2023-11-02 19:00:00,0.0,26.91,81.84,2.55
2023-11-02 20:00:00,0.0,26.34,86.83,2.41
2023-11-02 21:00:00,0.0,25.95,90.55,2.27
2023-11-02 22:00:00,0.0,25.71,92.83,2.19
2023-11-02 23:00:00,0.0,25.66,93.6,2.21
2023-11-03 00:00:00,0.0,25.87,92.5,2.4
2023-11-03 01:00:00,0.0,25.71,92.96,2.48
2023-11-03 02:00:00,0.0,25.38,94.09,2.52
2023-11-03 03:00:00,0.0,25.12,94.28,2.58
2023-11-03 04:00:00,0.0,24.76,95.38,2.46
2023-11-03 05:00:00,3.17,24.32,96.84,2.38
2023-11-03 06:00:00,108.6,24.89,93.06,2.49
2023-11-03 07:00:00,326.42,26.76,81.34,2.82
2023-11-03 08:00:00,536.65,28.58,70.12,3.16
2023-11-03 09:00:00,688.42,29.95,62.38,3.25
2023-11-03 10:00:00,785.12,30.93,57.38,3.25
2023-11-03 11:00:00,834.67,31.6,54.25,3.23
2023-11-03 12:00:00,785.2,31.91,52.78,3.19
2023-11-03 13:00:00,649.65,31.93,52.37,3.15
2023-11-03 14:00:00,502.27,31.7,53.0,3.12
2023-11-03 15:00:00,274.6,31.05,55.68,3.08
2023-11-03 16:00:00,65.82,29.91,61.37,2.86
2023-11-03 17:00:00,0.0,28.17,71.52,2.36
2023-11-03 18:00:00,0.0,27.5,76.48,2.37
2023-11-03 19:00:00,0.0,26.82,81.66,2.3
2023-11-03 20:00:00,0.0,26.36,85.81,2.24
2023-11-03 21:00:00,0.0,26.05,89.27,2.15
2023-11-03 22:00:00,0.0,25.87,91.9,2.06
2023-11-03 23:00:00,0.0,25.76,93.75,1.97
2023-11-04 00:00:00,0.0,25.68,94.57,2.01
2023-11-04 01:00:00,0.0,25.67,94.06,2.19
2023-11-04 02:00:00,0.0,25.52,93.85,2.31
2023-11-04 03:00:00,0.0,25.17,95.08,2.27
2023-11-04 04:00:00,0.0,24.85,96.09,2.26
2023-11-04 05:00:00,0.0,24.72,96.18,2.27
2023-11-04 06:00:00,128.85,25.36,92.54,2.23
2023-11-04 07:00:00,363.77,27.06,81.12,2.51
2023-11-04 08:00:00,573.47,28.7,70.56,2.85
2023-11-04 09:00:00,718.95,30.04,63.48,3.04
2023-11-04 10:00:00,812.1,30.98,58.76,3.1
2023-11-04 11:00:00,846.4,31.55,56.25,3.08
2023-11-04 12:00:00,751.28,31.8,55.09,3.02
2023-11-04 13:00:00,666.47,31.8,54.83,2.92
2023-11-04 14:00:00,490.12,31.48,55.87,2.8
2023-11-04 15:00:00,281.98,30.93,57.96,2.63
2023-11-04 16:00:00,72.03,29.87,62.97,2.35
2023-11-04 17:00:00,0.0,28.06,73.49,1.94
2023-11-04 18:00:00,0.0,27.39,77.47,2.12
2023-11-04 19:00:00,0.0,26.97,80.54,2.32
2023-11-04 20:00:00,0.0,26.46,84.76,2.32
2023-11-04 21:00:00,0.0,25.89,89.41,2.25
2023-11-04 22:00:00,0.0,25.37,93.25,2.16
2023-11-04 23:00:00,0.0,25.0,95.64,2.09
2023-11-05 00:00:00,0.0,24.75,96.93,2.06
2023-11-05 01:00:00,0.0,24.59,97.35,2.09
2023-11-05 02:00:00,0.0,24.42,97.95,2.03
2023-11-05 03:00:00,0.0,24.26,98.47,1.96
2023-11-05 04:00:00,0.0,24.11,98.97,1.89
2023-11-05 05:00:00,0.0,24.01,98.93,1.9
2023-11-05 06:00:00,142.52,24.83,93.98,1.94
2023-11-05 07:00:00,357.83,26.89,80.29,2.24
2023-11-05 08:00:00,561.6,28.59,69.23,2.35
2023-11-05 09:00:00,728.58,29.89,62.02,2.32
2023-11-05 10:00:00,810.4,30.92,57.06,2.22
2023-11-05 11:00:00,823.35,31.66,53.85,2.09
2023-11-05 12:00:00,709.28,32.11,51.82,1.93
2023-11-05 13:00:00,642.58,32.22,51.19,1.79
2023-11-05 14:00:00,476.8,31.91,52.26,1.7
2023-11-05 15:00:00,245.02,31.13,55.35,1.71
2023-11-05 16:00:00,54.7,29.82,62.54,1.84
2023-11-05 17:00:00,0.0,27.83,74.35,1.73
2023-11-05 18:00:00,0.0,27.14,79.01,1.8
2023-11-05 19:00:00,0.0,26.63,82.21,1.69
2023-11-05 20:00:00,0.0,26.23,84.41,1.55
2023-11-05 21:00:00,0.0,25.9,86.18,1.49
2023-11-05 22:00:00,0.0,25.61,87.89,1.44
2023-11-05 23:00:00,0.0,25.4,89.11,1.43
2023-11-06 00:00:00,0.0,25.18,90.26,1.42
2023-11-06 01:00:00,0.0,25.02,90.94,1.4
2023-11-06 02:00:00,0.0,24.83,91.65,1.39
2023-11-06 03:00:00,0.0,24.62,92.5,1.42
2023-11-06 04:00:00,0.0,24.45,92.95,1.43
2023-11-06 05:00:00,0.0,24.27,93.37,1.41
2023-11-06 06:00:00,121.55,24.89,90.66,1.32
2023-11-06 07:00:00,339.7,26.87,78.42,1.29
2023-11-06 08:00:00,567.4,28.71,67.11,1.17
2023-11-06 09:00:00,713.35,30.24,58.72,1.1
2023-11-06 10:00:00,813.15,31.4,52.71,1.17
2023-11-06 11:00:00,817.17,32.16,49.25,1.37
2023-11-06 12:00:00,749.45,32.53,47.86,1.59
2023-11-06 13:00:00,648.12,32.49,48.13,1.76
2023-11-06 14:00:00,455.92,32.1,49.71,1.86
2023-11-06 15:00:00,242.7,31.25,53.35,1.94
2023-11-06 16:00:00,53.58,29.69,61.26,1.88
2023-11-06 17:00:00,0.0,27.63,73.74,1.54
2023-11-06 18:00:00,0.0,26.9,79.28,1.43
2023-11-06 19:00:00,0.0,26.49,83.09,1.22
2023-11-06 20:00:00,0.0,26.16,85.81,1.0
2023-11-06 21:00:00,0.0,25.84,87.88,0.94
2023-11-06 22:00:00,0.0,25.72,88.45,0.85
2023-11-06 23:00:00,0.0,25.61,88.87,0.79
2023-11-07 00:00:00,0.0,25.42,89.8,0.77
2023-11-07 01:00:00,0.0,25.26,90.22,0.74
2023-11-07 02:00:00,0.0,25.12,90.42,0.76
2023-11-07 03:00:00,0.0,24.91,91.06,0.87
2023-11-07 04:00:00,0.0,24.64,91.97,1.05
2023-11-07 05:00:00,0.0,24.37,92.9,1.19
2023-11-07 06:00:00,97.8,25.01,90.52,1.27
2023-11-07 07:00:00,276.75,27.01,80.82,1.42
2023-11-07 08:00:00,467.1,28.84,68.55,1.49
2023-11-07 09:00:00,590.6,30.35,60.42,1.59
2023-11-07 10:00:00,671.95,31.45,55.91,1.66
2023-11-07 11:00:00,626.45,32.13,53.75,1.78
2023-11-07 12:00:00,543.78,32.39,53.34,1.97
2023-11-07 13:00:00,382.4,32.14,54.78,2.09
2023-11-07 14:00:00,262.88,31.61,57.37,2.12
2023-11-07 15:00:00,141.1,30.58,62.1,2.07
2023-11-07 16:00:00,30.5,29.32,68.2,1.89
2023-11-07 17:00:00,0.0,27.83,77.48,1.61
2023-11-07 18:00:00,0.0,27.21,82.13,1.64
2023-11-07 19:00:00,0.0,26.93,84.5,1.78
2023-11-07 20:00:00,0.0,26.7,86.75,1.95
2023-11-07 21:00:00,0.0,26.51,88.91,2.13
2023-11-07 22:00:00,0.0,26.29,91.26,2.2
2023-11-07 23:00:00,0.0,26.12,92.95,2.18
2023-11-08 00:00:00,0.0,25.96,93.99,2.11
2023-11-08 01:00:00,0.0,25.76,94.56,2.08
2023-11-08 02:00:00,0.0,25.51,95.18,2.03
2023-11-08 03:00:00,0.0,25.29,95.76,2.01
2023-11-08 04:00:00,0.0,25.12,96.21,1.98
2023-11-08 05:00:00,0.0,25.0,96.46,1.97
2023-11-08 06:00:00,102.43,25.46,94.93,2.17
2023-11-08 07:00:00,289.6,26.51,89.89,2.39
2023-11-08 08:00:00,476.38,28.06,79.06,2.52
2023-11-08 09:00:00,633.38,29.62,69.48,2.49
2023-11-08 10:00:00,684.15,30.67,64.61,2.35
2023-11-08 11:00:00,683.33,31.4,61.89,2.16
2023-11-08 12:00:00,493.77,31.45,62.2,2.09
2023-11-08 13:00:00,414.8,30.91,65.85,2.15
2023-11-08 14:00:00,200.2,29.99,71.33,2.2
2023-11-08 15:00:00,113.25,28.76,78.78,2.18
2023-11-08 16:00:00,24.95,27.64,86.39,2.05
2023-11-08 17:00:00,0.0,26.94,91.81,1.96
2023-11-08 18:00:00,0.0,26.72,93.81,2.07
2023-11-08 19:00:00,0.0,26.56,94.62,2.18
2023-11-08 20:00:00,0.0,26.33,94.99,2.22
2023-11-08 21:00:00,0.0,26.03,95.58,2.22
2023-11-08 22:00:00,0.0,25.77,95.86,2.18
2023-11-08 23:00:00,0.0,25.58,96.22,2.09
2023-11-09 00:00:00,0.0,25.38,96.68,2.0
2023-11-09 01:00:00,0.0,25.47,96.68,2.08
2023-11-09 02:00:00,0.0,25.56,96.7,2.27
2023-11-09 03:00:00,0.0,25.47,96.5,2.09
2023-11-09 04:00:00,0.0,25.22,96.74,2.01
2023-11-09 05:00:00,0.0,25.24,96.68,2.13
2023-11-09 06:00:00,102.32,25.66,96.05,2.45
2023-11-09 07:00:00,294.27,26.37,94.2,2.75
2023-11-09 08:00:00,493.98,27.16,89.27,3.03
2023-11-09 09:00:00,585.28,28.46,79.95,3.16
2023-11-09 10:00:00,577.0,29.79,71.5,3.18
2023-11-09 11:00:00,682.58,30.53,67.24,3.11
2023-11-09 12:00:00,573.28,30.8,65.51,3.02
2023-11-09 13:00:00,350.7,30.8,65.11,2.93
2023-11-09 14:00:00,185.98,30.5,66.42,2.86
2023-11-09 15:00:00,97.62,29.8,70.12,2.78
2023-11-09 16:00:00,21.3,28.84,76.0,2.51
2023-11-09 17:00:00,0.0,27.52,83.9,2.26
2023-11-09 18:00:00,0.0,26.94,87.53,2.45
2023-11-09 19:00:00,0.0,26.51,90.88,2.54
2023-11-09 20:00:00,0.0,26.1,94.06,2.5
2023-11-09 21:00:00,0.0,25.79,95.85,2.3
2023-11-09 22:00:00,0.0,25.61,96.52,2.19
2023-11-09 23:00:00,0.0,25.5,96.83,2.1
2023-11-10 00:00:00,0.0,25.5,96.9,2.07
2023-11-10 01:00:00,0.0,25.47,96.85,2.09
2023-11-10 02:00:00,0.0,25.4,96.84,2.17
2023-11-10 03:00:00,0.0,25.33,96.77,2.21
2023-11-10 04:00:00,0.0,25.24,96.55,2.23
2023-11-10 05:00:00,0.0,25.15,96.5,2.22
2023-11-10 06:00:00,89.53,25.53,96.1,2.3
2023-11-10 07:00:00,275.17,26.33,94.14,2.57
2023-11-10 08:00:00,467.33,27.19,88.33,2.91
2023-11-10 09:00:00,581.6,28.51,78.13,3.15
2023-11-10 10:00:00,621.7,29.52,70.7,3.13
2023-11-10 11:00:00,384.8,30.05,66.86,3.01
2023-11-10 12:00:00,229.1,30.23,65.39,2.91
2023-11-10 13:00:00,135.2,30.12,65.38,2.8
2023-11-10 14:00:00,87.32,29.73,67.09,2.67
2023-11-10 15:00:00,62.83,29.1,70.57,2.52
2023-11-10 16:00:00,18.2,28.04,77.63,2.23
2023-11-10 17:00:00,0.0,26.76,86.2,2.02
2023-11-10 18:00:00,0.0,26.24,89.82,2.15
2023-11-10 19:00:00,0.0,25.86,92.52,2.28
2023-11-10 20:00:00,0.0,25.55,94.74,2.33
2023-11-10 21:00:00,0.0,25.34,96.03,2.31
2023-11-10 22:00:00,0.0,25.34,96.16,2.26
2023-11-10 23:00:00,0.0,25.35,96.18,2.2
2023-11-11 00:00:00,0.0,25.31,96.37,2.19
2023-11-11 01:00:00,0.0,25.3,96.28,2.17
2023-11-11 02:00:00,0.0,25.24,96.35,2.17
2023-11-11 03:00:00,0.0,25.11,96.7,2.17
2023-11-11 04:00:00,0.0,25.03,96.74,2.19
2023-11-11 05:00:00,0.0,24.97,96.88,2.17
2023-11-11 06:00:00,94.1,25.25,95.77,2.16
2023-11-11 07:00:00,287.92,25.86,93.31,2.3
2023-11-11 08:00:00,482.83,26.41,90.32,2.45
2023-11-11 09:00:00,630.12,27.08,85.83,2.69
2023-11-11 10:00:00,666.03,27.69,81.23,2.86
2023-11-11 11:00:00,617.9,28.1,78.34,2.87
2023-11-11 12:00:00,558.38,28.43,76.15,2.81
2023-11-11 13:00:00,426.95,28.5,75.39,2.75
2023-11-11 14:00:00,183.65,28.39,75.89,2.64
2023-11-11 15:00:00,141.5,28.11,77.75,2.52
2023-11-11 16:00:00,31.65,27.51,82.12,2.28
2023-11-11 17:00:00,0.0,26.57,87.44,2.13
2023-11-11 18:00:00,0.0,26.2,89.7,2.22
2023-11-11 19:00:00,0.0,25.93,92.03,2.26
2023-11-11 20:00:00,0.0,25.7,94.21,2.25
2023-11-11 21:00:00,0.0,25.52,95.45,2.17
2023-11-11 22:00:00,0.0,25.37,96.24,2.08
2023-11-11 23:00:00,0.0,25.28,96.74,2.04
2023-11-12 00:00:00,0.0,25.19,97.13,2.0
2023-11-12 01:00:00,0.0,25.11,97.27,1.97
2023-11-12 02:00:00,0.0,25.05,97.26,1.99
2023-11-12 03:00:00,0.0,24.98,97.27,2.03
2023-11-12 04:00:00,0.0,24.94,97.02,2.12
2023-11-12 05:00:00,0.0,24.94,96.57,2.27
2023-11-12 06:00:00,103.1,25.37,95.79,2.44
2023-11-12 07:00:00,338.48,26.24,93.52,2.73
2023-11-12 08:00:00,536.45,26.99,88.43,3.17
2023-11-12 09:00:00,677.65,28.22,78.45,3.6
2023-11-12 10:00:00,744.85,29.51,69.38,3.74
2023-11-12 11:00:00,758.88,30.46,63.65,3.66
2023-11-12 12:00:00,687.2,31.01,60.44,3.57
2023-11-12 13:00:00,543.95,31.2,59.23,3.45
2023-11-12 14:00:00,447.5,30.98,59.95,3.33
2023-11-12 15:00:00,242.8,30.4,62.47,3.16
2023-11-12 16:00:00,51.65,29.21,68.89,2.74
2023-11-12 17:00:00,0.0,27.55,78.88,2.33
2023-11-12 18:00:00,0.0,26.81,83.86,2.33
2023-11-12 19:00:00,0.0,26.21,88.09,2.25
2023-11-12 20:00:00,0.0,25.72,91.61,2.17
2023-11-12 21:00:00,0.0,25.29,94.57,2.08
2023-11-12 22:00:00,0.0,24.99,96.21,2.02
2023-11-12 23:00:00,0.0,24.81,97.17,2.01
2023-11-13 00:00:00,0.0,24.69,97.53,1.99
2023-11-13 01:00:00,0.0,24.59,97.61,1.98
2023-11-13 02:00:00,0.0,24.49,97.71,1.99
2023-11-13 03:00:00,0.0,24.39,97.93,2.01
2023-11-13 04:00:00,0.0,24.34,97.67,2.09
2023-11-13 05:00:00,0.0,24.38,97.07,2.13
2023-11-13 06:00:00,111.35,25.06,94.34,2.11
2023-11-13 07:00:00,325.83,26.64,86.53,2.37
2023-11-13 08:00:00,540.15,28.37,73.51,2.66
2023-11-13 09:00:00,693.95,29.79,64.16,2.78
2023-11-13 10:00:00,793.0,30.73,59.3,2.78
2023-11-13 11:00:00,809.53,31.33,56.74,2.76
2023-11-13 12:00:00,760.4,31.59,55.24,2.76
2023-11-13 13:00:00,623.92,31.48,55.41,2.73
2023-11-13 14:00:00,462.62,31.13,56.56,2.68
2023-11-13 15:00:00,257.8,30.49,58.91,2.61
2023-11-13 16:00:00,59.3,29.29,64.4,2.5
2023-11-13 17:00:00,0.0,27.75,73.55,2.21
2023-11-13 18:00:00,0.0,27.17,78.16,2.36
2023-11-13 19:00:00,0.0,26.54,83.38,2.28
2023-11-13 20:00:00,0.0,25.95,88.62,2.22
2023-11-13 21:00:00,0.0,25.42,93.08,2.12
2023-11-13 22:00:00,0.0,25.11,95.43,2.06
2023-11-13 23:00:00,0.0,24.82,96.61,1.9
2023-11-14 00:00:00,0.0,24.65,96.55,1.84
2023-11-14 01:00:00,0.0,24.47,96.49,1.8
2023-11-14 02:00:00,0.0,24.32,96.42,1.78
2023-11-14 03:00:00,0.0,24.24,96.43,1.8
2023-11-14 04:00:00,0.0,24.13,96.84,1.85
2023-11-14 05:00:00,0.0,24.06,97.18,1.95
2023-11-14 06:00:00,102.25,24.8,94.07,2.1
2023-11-14 07:00:00,308.8,26.53,85.34,2.45
2023-11-14 08:00:00,541.97,28.07,75.19,2.71
2023-11-14 09:00:00,681.5,29.38,67.55,2.76
2023-11-14 10:00:00,778.83,30.4,62.22,2.72
2023-11-14 11:00:00,821.3,31.15,58.44,2.67
2023-11-14 12:00:00,771.53,31.58,56.1,2.59
2023-11-14 13:00:00,623.35,31.63,55.12,2.52
2023-11-14 14:00:00,482.02,31.36,55.47,2.48
2023-11-14 15:00:00,265.73,30.75,57.61,2.5
2023-11-14 16:00:00,58.17,29.54,63.25,2.47
2023-11-14 17:00:00,0.0,27.89,72.7,2.28
2023-11-14 18:00:00,0.0,27.29,76.96,2.48
2023-11-14 19:00:00,0.0,26.72,81.35,2.45
2023-11-14 20:00:00,0.0,25.97,86.55,2.36
2023-11-14 21:00:00,0.0,25.31,91.18,2.23
2023-11-14 22:00:00,0.0,24.79,94.14,2.08
2023-11-14 23:00:00,0.0,24.42,95.51,2.03
2023-11-15 00:00:00,0.0,24.12,96.54,1.99
2023-11-15 01:00:00,0.0,23.9,97.41,1.95
2023-11-15 02:00:00,0.0,23.85,97.47,1.94
2023-11-15 03:00:00,0.0,23.89,97.22,1.97
2023-11-15 04:00:00,0.0,24.01,96.67,2.09
2023-11-15 05:00:00,0.0,24.2,95.81,2.17
2023-11-15 06:00:00,102.15,24.73,94.03,2.25
2023-11-15 07:00:00,310.27,25.89,90.03,2.44
2023-11-15 08:00:00,540.22,27.34,80.25,2.82
2023-11-15 09:00:00,679.38,28.93,68.95,2.92
2023-11-15 10:00:00,773.62,29.98,62.54,2.83
2023-11-15 11:00:00,814.28,30.65,59.02,2.74
2023-11-15 12:00:00,745.58,31.0,57.13,2.7
2023-11-15 13:00:00,638.3,31.04,56.63,2.67
2023-11-15 14:00:00,467.9,30.73,57.8,2.64
2023-11-15 15:00:00,260.45,30.07,60.45,2.57
2023-11-15 16:00:00,51.6,28.92,65.87,2.39
2023-11-15 17:00:00,0.0,27.29,75.31,2.05
2023-11-15 18:00:00,0.0,26.71,79.39,2.15
2023-11-15 19:00:00,0.0,26.41,81.86,2.21
2023-11-15 20:00:00,0.0,25.92,85.15,2.15
2023-11-15 21:00:00,0.0,25.33,89.03,2.08
2023-11-15 22:00:00,0.0,24.95,91.5,2.05
2023-11-15 23:00:00,0.0,24.69,93.11,1.97
2023-11-16 00:00:00,0.0,24.54,93.88,1.92
2023-11-16 01:00:00,0.0,24.46,93.59,1.91
2023-11-16 02:00:00,0.0,24.38,93.19,1.96
2023-11-16 03:00:00,0.0,24.23,93.39,2.04
2023-11-16 04:00:00,0.0,24.09,93.14,2.17
2023-11-16 05:00:00,0.0,23.96,92.79,2.28
2023-11-16 06:00:00,99.53,24.58,89.96,2.36
2023-11-16 07:00:00,313.33,26.3,81.4,2.62
2023-11-16 08:00:00,516.65,27.95,69.08,2.86
2023-11-16 09:00:00,682.97,29.11,62.29,2.81
2023-11-16 10:00:00,775.9,30.06,57.89,2.65
2023-11-16 11:00:00,806.58,30.67,55.46,2.52
2023-11-16 12:00:00,741.38,30.94,54.49,2.41
2023-11-16 13:00:00,640.88,30.84,55.05,2.28
2023-11-16 14:00:00,453.77,30.41,56.94,2.16
2023-11-16 15:00:00,246.88,29.59,60.51,2.1
2023-11-16 16:00:00,50.2,28.39,66.87,2.03
2023-11-16 17:00:00,0.0,27.02,75.78,1.96
2023-11-16 18:00:00,0.0,26.57,79.8,2.07
2023-11-16 19:00:00,0.0,26.32,82.67,2.1
2023-11-16 20:00:00,0.0,26.11,85.21,2.1
2023-11-16 21:00:00,0.0,25.85,87.84,2.1
2023-11-16 22:00:00,0.0,25.55,90.11,2.05
2023-11-16 23:00:00,0.0,25.26,92.04,1.99
2023-11-17 00:00:00,0.0,25.0,93.65,1.96
2023-11-17 01:00:00,0.0,24.76,94.76,1.95
2023-11-17 02:00:00,0.0,24.61,95.43,1.97
2023-11-17 03:00:00,0.0,24.59,95.47,2.01
2023-11-17 04:00:00,0.0,24.67,95.06,2.0
2023-11-17 05:00:00,0.0,24.74,94.68,1.99
2023-11-17 06:00:00,66.32,25.2,93.32,1.99
2023-11-17 07:00:00,205.2,26.24,90.39,2.18
2023-11-17 08:00:00,369.6,26.94,87.56,2.39
2023-11-17 09:00:00,511.15,27.58,84.44,2.37
2023-11-17 10:00:00,578.42,28.31,79.81,2.53
2023-11-17 11:00:00,621.2,28.87,76.27,2.72
2023-11-17 12:00:00,616.3,28.85,76.34,2.72
2023-11-17 13:00:00,438.73,28.55,79.1,2.63
2023-11-17 14:00:00,279.83,28.15,83.23,2.58
2023-11-17 15:00:00,149.45,27.63,87.97,2.6
2023-11-17 16:00:00,27.12,27.17,92.1,2.6
2023-11-17 17:00:00,0.0,26.96,94.05,2.74
2023-11-17 18:00:00,0.0,26.96,94.52,2.8
2023-11-17 19:00:00,0.0,26.93,94.47,2.73
2023-11-17 20:00:00,0.0,26.82,94.44,2.61
2023-11-17 21:00:00,0.0,26.74,94.52,2.56
2023-11-17 22:00:00,0.0,26.69,94.69,2.56
2023-11-17 23:00:00,0.0,26.68,94.72,2.7
2023-11-18 00:00:00,0.0,26.62,94.9,2.78
2023-11-18 01:00:00,0.0,26.52,95.1,2.84
2023-11-18 02:00:00,0.0,26.33,95.61,2.77
2023-11-18 03:00:00,0.0,26.22,95.85,2.96
2023-11-18 04:00:00,0.0,26.17,95.66,3.02
2023-11-18 05:00:00,0.0,26.18,95.48,2.96
2023-11-18 06:00:00,27.9,26.32,95.07,2.99
2023-11-18 07:00:00,74.25,26.66,94.43,3.04
2023-11-18 08:00:00,126.8,27.08,93.39,3.12
2023-11-18 09:00:00,204.23,27.43,92.19,3.11
2023-11-18 10:00:00,270.73,27.64,90.71,3.18
2023-11-18 11:00:00,225.6,27.76,88.67,3.37
2023-11-18 12:00:00,117.35,27.72,88.09,3.41
2023-11-18 13:00:00,76.7,27.52,88.16,3.35
2023-11-18 14:00:00,31.45,27.21,88.74,3.23
2023-11-18 15:00:00,18.83,26.92,89.55,3.06
2023-11-18 16:00:00,4.97,26.52,91.43,2.67
2023-11-18 17:00:00,0.0,26.1,93.58,2.28
2023-11-18 18:00:00,0.0,25.94,94.66,2.06
2023-11-18 19:00:00,0.0,25.86,95.13,1.98
2023-11-18 20:00:00,0.0,25.76,95.2,1.94
2023-11-18 21:00:00,0.0,25.65,94.97,1.94
2023-11-18 22:00:00,0.0,25.55,94.8,1.93
2023-11-18 23:00:00,0.0,25.5,94.62,1.95
2023-11-19 00:00:00,0.0,25.49,94.34,1.98
2023-11-19 01:00:00,0.0,25.42,93.96,1.97
2023-11-19 02:00:00,0.0,25.38,93.66,1.99
2023-11-19 03:00:00,0.0,25.36,93.28,2.05
2023-11-19 04:00:00,0.0,25.36,92.87,2.12
2023-11-19 05:00:00,0.0,25.38,92.7,2.21
2023-11-19 06:00:00,52.35,25.56,92.31,2.36
2023-11-19 07:00:00,140.62,26.15,91.23,2.63
2023-11-19 08:00:00,261.23,26.87,89.12,2.64
2023-11-19 09:00:00,410.25,27.82,82.51,2.71
2023-11-19 10:00:00,579.35,28.72,75.7,2.82
2023-11-19 11:00:00,500.88,29.2,72.39,2.96
2023-11-19 12:00:00,399.3,29.26,72.08,3.13
2023-11-19 13:00:00,267.48,29.03,73.69,3.22
2023-11-19 14:00:00,200.52,28.57,76.64,3.16
2023-11-19 15:00:00,109.32,27.87,81.24,2.9
2023-11-19 16:00:00,24.05,26.96,87.85,2.41
2023-11-19 17:00:00,0.0,26.06,93.47,1.98
2023-11-19 18:00:00,0.0,25.85,94.71,1.93
2023-11-19 19:00:00,0.0,25.79,95.05,1.91
2023-11-19 20:00:00,0.0,25.82,95.1,1.89
2023-11-19 21:00:00,0.0,25.82,95.2,1.84
2023-11-19 22:00:00,0.0,25.77,95.13,1.74
2023-11-19 23:00:00,0.0,25.66,94.85,1.65
2023-11-20 00:00:00,0.0,25.53,94.39,1.5
2023-11-20 01:00:00,0.0,25.41,93.76,1.33
2023-11-20 02:00:00,0.0,25.36,92.66,1.21
2023-11-20 03:00:00,0.0,25.47,90.76,1.01
2023-11-20 04:00:00,0.0,25.49,89.88,0.45
2023-11-20 05:00:00,0.0,25.23,90.91,0.38
2023-11-20 06:00:00,61.92,25.12,93.35,1.27
2023-11-20 07:00:00,188.27,25.42,93.64,2.13
2023-11-20 08:00:00,335.62,25.75,90.78,2.69
2023-11-20 09:00:00,518.75,26.87,82.21,3.01
2023-11-20 10:00:00,595.55,28.02,75.22,2.99
2023-11-20 11:00:00,591.83,28.84,71.34,2.82
2023-11-20 12:00:00,544.33,29.25,69.64,2.75
2023-11-20 13:00:00,486.95,29.19,70.18,2.81
2023-11-20 14:00:00,355.5,28.73,72.57,2.94
2023-11-20 15:00:00,186.77,27.99,76.48,3.03
2023-11-20 16:00:00,39.83,26.94,82.43,2.84
2023-11-20 17:00:00,0.0,25.82,87.88,2.65
2023-11-20 18:00:00,0.0,25.2,90.57,2.6
2023-11-20 19:00:00,0.0,24.73,92.25,2.47
2023-11-20 20:00:00,0.0,24.46,92.25,2.42
2023-11-20 21:00:00,0.0,24.25,92.11,2.4
2023-11-20 22:00:00,0.0,24.11,92.28,2.44
2023-11-20 23:00:00,0.0,24.0,92.75,2.56
2023-11-21 00:00:00,0.0,23.89,93.06,2.62
2023-11-21 01:00:00,0.0,23.77,93.21,2.68
2023-11-21 02:00:00,0.0,23.59,93.49,2.69
2023-11-21 03:00:00,0.0,23.46,93.41,2.72
2023-11-21 04:00:00,0.0,23.33,93.23,2.76
2023-11-21 05:00:00,0.0,23.27,92.62,2.79
2023-11-21 06:00:00,76.5,23.58,91.01,2.92
2023-11-21 07:00:00,271.25,24.73,86.3,3.13
2023-11-21 08:00:00,465.05,26.21,77.78,3.42
2023-11-21 09:00:00,657.2,27.44,69.57,3.6
2023-11-21 10:00:00,771.88,28.35,63.99,3.52
2023-11-21 11:00:00,802.05,29.06,60.18,3.45
2023-11-21 12:00:00,737.97,29.46,58.18,3.41
2023-11-21 13:00:00,637.6,29.45,58.43,3.4
2023-11-21 14:00:00,478.38,29.09,60.35,3.45
2023-11-21 15:00:00,265.8,28.45,63.66,3.53
2023-11-21 16:00:00,55.65,27.3,69.55,3.39
2023-11-21 17:00:00,0.0,25.71,78.57,2.96
2023-11-21 18:00:00,0.0,24.86,84.85,2.97
2023-11-21 19:00:00,0.0,24.35,89.74,2.86
2023-11-21 20:00:00,0.0,24.01,93.19,2.74
2023-11-21 21:00:00,0.0,23.83,94.84,2.65
2023-11-21 22:00:00,0.0,23.72,95.56,2.58
2023-11-21 23:00:00,0.0,23.62,95.95,2.5
2023-11-22 00:00:00,0.0,23.5,96.32,2.44
2023-11-22 01:00:00,0.0,23.39,96.44,2.41
2023-11-22 02:00:00,0.0,23.26,96.53,2.37
2023-11-22 03:00:00,0.0,23.15,96.47,2.35
2023-11-22 04:00:00,0.0,23.04,96.35,2.33
2023-11-22 05:00:00,0.0,22.87,96.49,2.29
2023-11-22 06:00:00,97.65,23.25,94.52,2.37
2023-11-22 07:00:00,306.23,24.7,87.85,2.69
2023-11-22 08:00:00,510.35,26.32,77.52,3.04
2023-11-22 09:00:00,661.28,27.49,70.01,3.17
2023-11-22 10:00:00,745.08,28.36,65.32,3.12
2023-11-22 11:00:00,771.4,29.03,61.7,2.97
2023-11-22 12:00:00,723.83,29.48,59.41,2.74
2023-11-22 13:00:00,627.62,29.64,58.18,2.54
2023-11-22 14:00:00,451.85,29.45,58.88,2.41
2023-11-22 15:00:00,253.98,28.89,61.65,2.34
2023-11-22 16:00:00,53.45,27.55,70.22,2.25
2023-11-22 17:00:00,0.0,25.79,79.78,2.29
2023-11-22 18:00:00,0.0,25.21,83.13,2.52
