datetime,irradiancia_kwh_m2,temperatura_c,humedad_pct,viento_m_s
2020-01-01 00:00:00,0.0,23.68,95.58,1.73
2020-01-01 01:00:00,0.0,23.49,96.25,1.74
2020-01-01 02:00:00,0.0,23.37,96.63,1.84
2020-01-01 03:00:00,0.0,23.33,96.8,1.91
2020-01-01 04:00:00,0.0,23.21,97.19,1.91
2020-01-01 05:00:00,0.0,23.12,97.31,1.97
2020-01-01 06:00:00,34.47,23.48,95.72,2.13
2020-01-01 07:00:00,222.32,24.76,89.88,2.46
2020-01-01 08:00:00,424.25,26.48,79.16,2.61
2020-01-01 09:00:00,590.35,28.27,67.96,2.66
2020-01-01 10:00:00,686.25,29.55,61.09,2.57
2020-01-01 11:00:00,735.17,30.46,56.69,2.39
2020-01-01 12:00:00,710.9,30.96,54.05,2.23
2020-01-01 13:00:00,560.28,31.0,53.52,2.12
2020-01-01 14:00:00,435.45,30.71,54.56,2.08
2020-01-01 15:00:00,255.32,29.98,57.34,2.05
2020-01-01 16:00:00,78.07,28.7,63.84,1.88
2020-01-01 17:00:00,0.0,26.72,75.49,1.64
2020-01-01 18:00:00,0.0,26.11,79.12,1.73
2020-01-01 19:00:00,0.0,25.61,82.38,1.79
2020-01-01 20:00:00,0.0,25.23,85.18,1.9
2020-01-01 21:00:00,0.0,24.79,88.37,1.99
2020-01-01 22:00:00,0.0,24.4,90.98,2.03
2020-01-01 23:00:00,0.0,24.16,91.97,2.07
2020-01-02 00:00:00,0.0,23.96,92.52,2.14
2020-01-02 01:00:00,0.0,23.72,93.45,2.17
2020-01-02 02:00:00,0.0,23.53,94.0,2.18
2020-01-02 03:00:00,0.0,23.42,94.13,2.22
2020-01-02 04:00:00,0.0,23.34,94.21,2.22
2020-01-02 05:00:00,0.0,23.22,94.44,2.21
2020-01-02 06:00:00,32.4,23.48,92.61,2.37
2020-01-02 07:00:00,206.95,25.02,82.34,2.82
2020-01-02 08:00:00,406.9,26.81,70.03,3.07
2020-01-02 09:00:00,585.83,28.15,62.39,3.0
2020-01-02 10:00:00,693.88,29.3,56.63,2.89
2020-01-02 11:00:00,710.7,30.23,52.38,2.79
2020-01-02 12:00:00,725.97,30.78,49.91,2.71
2020-01-02 13:00:00,653.95,31.04,48.78,2.65
2020-01-02 14:00:00,517.2,30.76,49.72,2.63
2020-01-02 15:00:00,318.3,30.02,52.14,2.69
2020-01-02 16:00:00,103.1,28.76,56.75,2.73
2020-01-02 17:00:00,0.0,26.95,65.34,2.56
2020-01-02 18:00:00,0.0,25.86,71.46,2.79
2020-01-02 19:00:00,0.0,24.88,77.77,2.73
2020-01-02 20:00:00,0.0,24.14,82.86,2.63
2020-01-02 21:00:00,0.0,23.56,86.68,2.42
2020-01-02 22:00:00,0.0,23.11,89.44,2.25
2020-01-02 23:00:00,0.0,22.75,91.61,2.15
2020-01-03 00:00:00,0.0,22.41,93.43,2.11
2020-01-03 01:00:00,0.0,22.06,95.04,2.11
2020-01-03 02:00:00,0.0,21.83,95.81,2.13
2020-01-03 03:00:00,0.0,21.64,96.16,2.16
2020-01-03 04:00:00,0.0,21.51,96.16,2.23
2020-01-03 05:00:00,0.0,21.39,95.98,2.3
2020-01-03 06:00:00,29.12,21.9,92.32,2.46
2020-01-03 07:00:00,211.62,24.21,78.5,3.05
2020-01-03 08:00:00,415.33,26.21,67.49,3.41
2020-01-03 09:00:00,592.65,27.69,60.17,3.37
2020-01-03 10:00:00,666.62,28.92,54.99,3.21
2020-01-03 11:00:00,713.3,29.8,52.37,3.09
2020-01-03 12:00:00,663.08,30.35,51.3,3.0
2020-01-03 13:00:00,581.03,30.47,51.71,2.96
2020-01-03 14:00:00,392.98,30.21,53.35,3.0
2020-01-03 15:00:00,224.05,29.48,56.66,3.09
2020-01-03 16:00:00,68.47,28.21,62.27,3.07
2020-01-03 17:00:00,0.0,26.63,70.09,2.79
2020-01-03 18:00:00,0.0,25.65,75.32,2.77
2020-01-03 19:00:00,0.0,24.82,80.11,2.66
2020-01-03 20:00:00,0.0,24.34,83.26,2.83
2020-01-03 21:00:00,0.0,23.97,86.3,2.66
2020-01-03 22:00:00,0.0,23.69,88.65,2.49
2020-01-03 23:00:00,0.0,23.47,90.49,2.42
2020-01-04 00:00:00,0.0,23.34,91.76,2.46
2020-01-04 01:00:00,0.0,23.18,92.99,2.54
2020-01-04 02:00:00,0.0,23.03,93.86,2.6
2020-01-04 03:00:00,0.0,22.76,94.96,2.54
2020-01-04 04:00:00,0.0,22.57,95.15,2.49
2020-01-04 05:00:00,0.0,22.31,95.76,2.38
2020-01-04 06:00:00,28.6,22.62,93.74,2.33
2020-01-04 07:00:00,206.12,24.67,81.23,2.75
2020-01-04 08:00:00,411.4,26.6,69.01,3.05
2020-01-04 09:00:00,583.0,28.0,61.63,2.92
2020-01-04 10:00:00,675.45,29.14,56.27,2.69
2020-01-04 11:00:00,729.62,29.97,52.64,2.48
2020-01-04 12:00:00,705.25,30.52,50.18,2.33
2020-01-04 13:00:00,635.8,30.69,49.36,2.25
2020-01-04 14:00:00,500.33,30.47,50.18,2.24
2020-01-04 15:00:00,309.05,29.78,52.93,2.26
2020-01-04 16:00:00,104.47,28.52,58.34,2.18
2020-01-04 17:00:00,0.0,26.51,68.03,2.05
2020-01-04 18:00:00,0.0,25.73,72.03,2.44
2020-01-04 19:00:00,0.0,24.86,76.93,2.55
2020-01-04 20:00:00,0.0,24.05,82.21,2.48
2020-01-04 21:00:00,0.0,23.46,85.24,2.46
2020-01-04 22:00:00,0.0,23.02,87.74,2.24
2020-01-04 23:00:00,0.0,22.67,89.89,2.07
2020-01-05 00:00:00,0.0,22.35,91.8,1.99
2020-01-05 01:00:00,0.0,22.08,93.56,1.94
2020-01-05 02:00:00,0.0,21.9,94.8,1.92
2020-01-05 03:00:00,0.0,21.78,95.55,1.96
2020-01-05 04:00:00,0.0,21.74,95.68,2.03
2020-01-05 05:00:00,0.0,21.68,95.65,2.08
2020-01-05 06:00:00,30.45,22.04,93.15,2.23
2020-01-05 07:00:00,225.48,24.15,80.79,2.72
2020-01-05 08:00:00,442.38,26.36,67.96,3.01
2020-01-05 09:00:00,620.58,27.92,58.59,2.99
2020-01-05 10:00:00,724.17,29.21,52.16,2.84
2020-01-05 11:00:00,784.25,30.19,48.79,2.67
2020-01-05 12:00:00,762.2,30.83,46.89,2.49
2020-01-05 13:00:00,612.62,31.04,46.8,2.32
2020-01-05 14:00:00,511.9,30.8,48.45,2.16
2020-01-05 15:00:00,317.8,30.1,51.09,2.07
2020-01-05 16:00:00,109.1,28.74,55.28,2.07
2020-01-05 17:00:00,0.0,26.42,64.95,2.03
2020-01-05 18:00:00,0.0,25.24,71.34,2.4
2020-01-05 19:00:00,0.0,24.38,76.82,2.45
2020-01-05 20:00:00,0.0,23.57,81.61,2.29
2020-01-05 21:00:00,0.0,22.92,85.27,2.18
2020-01-05 22:00:00,0.0,22.49,87.85,2.09
2020-01-05 23:00:00,0.0,22.23,89.47,2.11
2020-01-06 00:00:00,0.0,22.08,90.54,2.23
2020-01-06 01:00:00,0.0,21.85,91.88,2.3
2020-01-06 02:00:00,0.0,21.6,93.02,2.35
2020-01-06 03:00:00,0.0,21.38,93.84,2.37
2020-01-06 04:00:00,0.0,21.15,94.62,2.36
2020-01-06 05:00:00,0.0,20.97,95.04,2.35
2020-01-06 06:00:00,28.85,21.3,92.83,2.47
2020-01-06 07:00:00,211.05,23.22,81.77,2.96
2020-01-06 08:00:00,412.33,25.34,68.96,3.4
2020-01-06 09:00:00,600.2,26.84,61.08,3.42
2020-01-06 10:00:00,717.97,28.17,55.14,3.22
2020-01-06 11:00:00,778.75,29.27,50.71,2.95
2020-01-06 12:00:00,755.7,30.0,47.97,2.72
2020-01-06 13:00:00,676.6,30.3,46.86,2.58
2020-01-06 14:00:00,531.53,30.16,47.34,2.5
2020-01-06 15:00:00,330.92,29.52,49.44,2.47
2020-01-06 16:00:00,114.07,28.19,54.58,2.37
2020-01-06 17:00:00,0.0,26.13,64.57,2.24
2020-01-06 18:00:00,0.0,25.13,70.3,2.61
2020-01-06 19:00:00,0.0,24.08,76.8,2.56
2020-01-06 20:00:00,0.0,23.16,82.49,2.39
2020-01-06 21:00:00,0.0,22.45,86.41,2.26
2020-01-06 22:00:00,0.0,21.89,89.7,2.11
2020-01-06 23:00:00,0.0,21.52,92.29,1.98
2020-01-07 00:00:00,0.0,21.34,93.77,1.96
2020-01-07 01:00:00,0.0,21.26,94.5,2.0
2020-01-07 02:00:00,0.0,21.27,94.67,2.06
2020-01-07 03:00:00,0.0,21.34,94.51,2.1
2020-01-07 04:00:00,0.0,21.35,94.76,2.16
2020-01-07 05:00:00,0.0,21.47,94.61,2.25
2020-01-07 06:00:00,22.33,21.97,93.03,2.45
2020-01-07 07:00:00,157.75,23.75,85.08,2.77
2020-01-07 08:00:00,331.95,25.72,75.96,2.88
2020-01-07 09:00:00,482.8,27.41,67.85,2.89
2020-01-07 10:00:00,599.0,28.52,63.12,2.87
2020-01-07 11:00:00,554.47,29.18,60.63,2.9
2020-01-07 12:00:00,564.78,29.27,60.45,2.93
2020-01-07 13:00:00,433.1,28.96,61.83,2.89
2020-01-07 14:00:00,329.62,28.36,64.18,2.74
2020-01-07 15:00:00,203.4,27.66,67.04,2.53
2020-01-07 16:00:00,72.72,26.82,70.37,2.27
2020-01-07 17:00:00,0.0,25.73,75.89,1.92
2020-01-07 18:00:00,0.0,25.33,77.83,1.98
2020-01-07 19:00:00,0.0,25.03,78.98,2.1
2020-01-07 20:00:00,0.0,24.65,80.87,2.2
2020-01-07 21:00:00,0.0,24.2,83.44,2.21
2020-01-07 22:00:00,0.0,23.72,86.41,2.08
2020-01-07 23:00:00,0.0,23.24,89.65,1.92
2020-01-08 00:00:00,0.0,22.64,93.57,1.8
2020-01-08 01:00:00,0.0,22.33,95.49,1.77
2020-01-08 02:00:00,0.0,22.11,96.64,1.75
2020-01-08 03:00:00,0.0,21.94,97.06,1.73
2020-01-08 04:00:00,0.0,21.76,97.87,1.71
2020-01-08 05:00:00,0.0,21.58,98.84,1.69
2020-01-08 06:00:00,24.4,22.14,95.6,1.7
2020-01-08 07:00:00,193.32,24.55,82.11,1.94
2020-01-08 08:00:00,405.55,26.71,69.47,2.11
2020-01-08 09:00:00,620.38,28.32,60.47,2.2
2020-01-08 10:00:00,679.75,29.52,54.84,2.23
2020-01-08 11:00:00,736.72,30.26,51.51,2.24
2020-01-08 12:00:00,718.53,30.82,49.15,2.24
2020-01-08 13:00:00,569.62,30.96,48.9,2.33
2020-01-08 14:00:00,465.48,30.68,50.54,2.5
2020-01-08 15:00:00,279.98,29.75,55.14,2.67
2020-01-08 16:00:00,98.5,28.52,60.58,2.83
2020-01-08 17:00:00,0.0,27.11,67.24,2.73
2020-01-08 18:00:00,0.0,26.2,72.16,2.92
2020-01-08 19:00:00,0.0,25.3,77.88,2.82
2020-01-08 20:00:00,0.0,24.64,83.49,2.82
2020-01-08 21:00:00,0.0,24.26,88.03,2.82
2020-01-08 22:00:00,0.0,24.06,90.55,2.78
2020-01-08 23:00:00,0.0,23.94,91.76,2.78
2020-01-09 00:00:00,0.0,23.69,93.48,2.73
2020-01-09 01:00:00,0.0,23.54,94.22,2.89
2020-01-09 02:00:00,0.0,23.4,94.6,2.94
2020-01-09 03:00:00,0.0,23.29,94.48,2.9
2020-01-09 04:00:00,0.0,23.28,93.52,2.91
2020-01-09 05:00:00,0.0,23.21,92.76,2.85
2020-01-09 06:00:00,25.08,23.41,90.46,2.99
2020-01-09 07:00:00,189.62,24.66,82.06,3.42
2020-01-09 08:00:00,385.27,26.43,69.27,3.91
2020-01-09 09:00:00,572.78,27.86,60.4,3.96
2020-01-09 10:00:00,706.78,29.05,54.63,3.9
2020-01-09 11:00:00,748.0,29.87,51.68,3.91
2020-01-09 12:00:00,624.83,30.27,50.57,3.93
2020-01-09 13:00:00,591.58,30.23,51.05,3.96
2020-01-09 14:00:00,466.48,29.84,52.64,4.0
2020-01-09 15:00:00,286.7,29.05,55.3,4.02
2020-01-09 16:00:00,102.65,28.0,58.97,3.97
2020-01-09 17:00:00,0.0,26.65,64.73,3.69
2020-01-09 18:00:00,0.0,25.63,70.5,3.61
2020-01-09 19:00:00,0.0,24.77,77.1,3.43
2020-01-09 20:00:00,0.0,24.23,82.79,3.29
2020-01-09 21:00:00,0.0,24.01,85.95,3.3
2020-01-09 22:00:00,0.0,23.91,87.77,3.37
2020-01-09 23:00:00,0.0,23.86,88.96,3.39
2020-01-10 00:00:00,0.0,23.78,89.92,3.37
2020-01-10 01:00:00,0.0,23.7,90.13,3.35
2020-01-10 02:00:00,0.0,23.51,90.2,3.24
2020-01-10 03:00:00,0.0,23.3,90.03,3.24
2020-01-10 04:00:00,0.0,23.12,90.04,3.29
2020-01-10 05:00:00,0.0,22.91,90.21,3.31
2020-01-10 06:00:00,18.3,23.13,88.84,3.54
2020-01-10 07:00:00,127.1,24.37,83.04,3.98
2020-01-10 08:00:00,268.3,26.16,71.99,4.47
2020-01-10 09:00:00,432.6,27.79,61.59,4.82
2020-01-10 10:00:00,567.7,28.86,55.65,4.97
2020-01-10 11:00:00,589.17,29.35,53.7,5.0
2020-01-10 12:00:00,653.47,29.51,53.14,4.93
2020-01-10 13:00:00,541.17,29.47,53.34,4.83
2020-01-10 14:00:00,428.55,29.08,54.88,4.7
2020-01-10 15:00:00,249.07,28.42,57.32,4.53
2020-01-10 16:00:00,86.95,27.45,61.29,4.06
2020-01-10 17:00:00,0.0,26.17,68.14,3.43
2020-01-10 18:00:00,0.0,25.36,74.1,3.49
2020-01-10 19:00:00,0.0,24.7,80.07,3.61
2020-01-10 20:00:00,0.0,24.19,84.42,3.6
2020-01-10 21:00:00,0.0,23.95,86.02,3.63
2020-01-10 22:00:00,0.0,23.82,86.42,3.65
2020-01-10 23:00:00,0.0,23.54,87.42,3.55
2020-01-11 00:00:00,0.0,23.22,88.7,3.44
2020-01-11 01:00:00,0.0,22.98,89.68,3.41
2020-01-11 02:00:00,0.0,22.78,90.41,3.4
2020-01-11 03:00:00,0.0,22.57,91.28,3.37
2020-01-11 04:00:00,0.0,22.41,91.56,3.33
2020-01-11 05:00:00,0.0,22.25,91.36,3.27
2020-01-11 06:00:00,27.67,22.41,90.47,3.28
2020-01-11 07:00:00,211.52,23.61,86.1,3.53
2020-01-11 08:00:00,420.88,25.43,76.05,4.06
2020-01-11 09:00:00,597.0,27.24,64.27,4.58
2020-01-11 10:00:00,667.1,28.53,55.91,4.71
2020-01-11 11:00:00,773.1,29.41,51.46,4.71
2020-01-11 12:00:00,761.25,29.89,49.47,4.65
2020-01-11 13:00:00,684.65,29.89,49.53,4.61
2020-01-11 14:00:00,528.22,29.42,51.57,4.57
2020-01-11 15:00:00,331.12,28.5,54.88,4.5
2020-01-11 16:00:00,123.65,27.21,60.44,4.17
2020-01-11 17:00:00,0.0,25.65,69.45,3.52
2020-01-11 18:00:00,0.0,24.62,78.26,3.23
2020-01-11 19:00:00,0.0,23.86,85.61,3.1
2020-01-11 20:00:00,0.0,23.3,90.51,2.98
2020-01-11 21:00:00,0.0,23.06,92.57,2.93
2020-01-11 22:00:00,0.0,22.91,93.45,2.89
2020-01-11 23:00:00,0.0,22.76,93.81,2.87
2020-01-12 00:00:00,0.0,22.6,93.93,2.82
2020-01-12 01:00:00,0.0,22.41,94.22,2.74
2020-01-12 02:00:00,0.0,22.38,94.2,2.81
2020-01-12 03:00:00,0.0,22.37,94.61,2.74
2020-01-12 04:00:00,0.0,22.33,94.8,2.8
2020-01-12 05:00:00,0.0,22.34,94.78,2.85
2020-01-12 06:00:00,24.73,22.69,93.92,3.08
2020-01-12 07:00:00,195.48,23.71,90.74,3.49
2020-01-12 08:00:00,391.1,25.14,83.3,3.88
2020-01-12 09:00:00,584.95,26.9,71.49,4.42
2020-01-12 10:00:00,644.12,28.12,64.24,4.64
2020-01-12 11:00:00,689.2,28.72,60.98,4.7
2020-01-12 12:00:00,701.28,28.88,60.12,4.69
2020-01-12 13:00:00,595.9,28.78,60.25,4.64
2020-01-12 14:00:00,483.55,28.31,62.01,4.57
2020-01-12 15:00:00,299.62,27.57,65.05,4.43
2020-01-12 16:00:00,111.45,26.46,70.46,3.9
2020-01-12 17:00:00,0.0,25.18,77.83,3.47
2020-01-12 18:00:00,0.0,24.46,83.26,3.47
2020-01-12 19:00:00,0.0,23.93,87.86,3.33
2020-01-12 20:00:00,0.0,23.56,90.84,3.19
2020-01-12 21:00:00,0.0,23.43,92.06,3.18
2020-01-12 22:00:00,0.0,23.37,92.59,3.23
2020-01-12 23:00:00,0.0,23.27,93.02,3.24
2020-01-13 00:00:00,0.0,23.12,93.22,3.23
2020-01-13 01:00:00,0.0,22.92,93.45,3.17
2020-01-13 02:00:00,0.0,22.76,93.52,3.14
2020-01-13 03:00:00,0.0,22.59,93.8,3.12
2020-01-13 04:00:00,0.0,22.52,93.83,3.1
2020-01-13 05:00:00,0.0,22.51,93.88,3.1
2020-01-13 06:00:00,25.98,22.81,92.75,3.26
2020-01-13 07:00:00,194.8,23.85,88.74,3.59
2020-01-13 08:00:00,389.05,25.28,80.59,4.0
2020-01-13 09:00:00,573.22,26.8,69.48,4.48
2020-01-13 10:00:00,689.17,27.76,62.28,4.65
2020-01-13 11:00:00,732.35,28.21,58.96,4.63
2020-01-13 12:00:00,724.4,28.39,57.75,4.55
2020-01-13 13:00:00,665.92,28.34,57.87,4.48
2020-01-13 14:00:00,501.08,27.95,59.0,4.48
2020-01-13 15:00:00,311.25,27.33,61.18,4.46
2020-01-13 16:00:00,121.5,26.31,65.35,4.22
2020-01-13 17:00:00,0.0,25.11,71.21,3.85
2020-01-13 18:00:00,0.0,24.28,76.77,3.78
2020-01-13 19:00:00,0.0,23.66,82.77,3.57
2020-01-13 20:00:00,0.0,23.25,86.99,3.37
2020-01-13 21:00:00,0.0,22.84,90.18,3.19
2020-01-13 22:00:00,0.0,22.65,91.71,3.13
2020-01-13 23:00:00,0.0,22.56,92.4,3.13
2020-01-14 00:00:00,0.0,22.47,92.98,3.11
2020-01-14 01:00:00,0.0,22.36,93.49,3.1
2020-01-14 02:00:00,0.0,22.29,93.56,3.15
2020-01-14 03:00:00,0.0,22.25,93.06,3.22
2020-01-14 04:00:00,0.0,22.26,91.95,3.27
2020-01-14 05:00:00,0.0,22.24,91.22,3.31
2020-01-14 06:00:00,22.6,22.42,90.11,3.37
2020-01-14 07:00:00,165.02,23.5,85.13,3.73
2020-01-14 08:00:00,336.2,25.04,75.82,4.28
2020-01-14 09:00:00,514.75,26.5,65.68,4.69
2020-01-14 10:00:00,617.75,27.33,60.99,4.69
2020-01-14 11:00:00,648.55,27.76,58.73,4.61
2020-01-14 12:00:00,653.17,27.92,57.86,4.53
2020-01-14 13:00:00,545.28,27.82,57.67,4.47
2020-01-14 14:00:00,457.02,27.46,58.46,4.42
2020-01-14 15:00:00,277.73,26.82,60.87,4.35
2020-01-14 16:00:00,103.2,25.84,65.51,4.06
2020-01-14 17:00:00,0.0,24.66,72.24,3.57
2020-01-14 18:00:00,0.0,23.84,78.38,3.38
2020-01-14 19:00:00,0.0,23.12,84.86,3.18
2020-01-14 20:00:00,0.0,22.54,90.17,2.87
2020-01-14 21:00:00,0.0,22.2,93.1,2.65
2020-01-14 22:00:00,0.0,22.03,94.64,2.57
2020-01-14 23:00:00,0.0,21.93,95.42,2.57
2020-01-15 00:00:00,0.0,21.94,95.8,2.62
2020-01-15 01:00:00,0.0,21.96,95.81,2.67
2020-01-15 02:00:00,0.0,21.93,95.83,2.67
2020-01-15 03:00:00,0.0,22.0,95.61,2.67
2020-01-15 04:00:00,0.0,22.01,95.46,2.7
2020-01-15 05:00:00,0.0,21.98,95.22,2.75
2020-01-15 06:00:00,22.83,22.23,94.67,2.79
2020-01-15 07:00:00,184.1,23.22,91.66,3.07
2020-01-15 08:00:00,382.05,24.63,83.24,3.38
2020-01-15 09:00:00,564.42,26.48,69.88,3.7
2020-01-15 10:00:00,666.22,27.82,61.25,3.73
2020-01-15 11:00:00,727.58,28.68,56.83,3.65
2020-01-15 12:00:00,709.67,29.1,54.89,3.57
2020-01-15 13:00:00,638.45,29.07,55.22,3.47
2020-01-15 14:00:00,484.92,28.59,57.49,3.37
2020-01-15 15:00:00,301.38,27.65,62.06,3.25
2020-01-15 16:00:00,114.3,26.38,69.15,2.94
2020-01-15 17:00:00,3.4,24.92,78.26,2.63
2020-01-15 18:00:00,0.0,24.2,83.33,2.77
2020-01-15 19:00:00,0.0,23.59,87.75,2.7
2020-01-15 20:00:00,0.0,23.14,90.82,2.57
2020-01-15 21:00:00,0.0,22.79,92.94,2.42
2020-01-15 22:00:00,0.0,22.61,94.0,2.41
2020-01-15 23:00:00,0.0,22.68,93.97,2.46
2020-01-16 00:00:00,0.0,22.72,93.83,2.5
2020-01-16 01:00:00,0.0,22.66,93.84,2.5
2020-01-16 02:00:00,0.0,22.55,94.11,2.49
2020-01-16 03:00:00,0.0,22.41,94.64,2.51
2020-01-16 04:00:00,0.0,22.28,94.9,2.55
2020-01-16 05:00:00,0.0,22.19,94.76,2.57
2020-01-16 06:00:00,26.77,22.52,92.59,2.71
2020-01-16 07:00:00,209.48,23.89,83.76,3.18
2020-01-16 08:00:00,427.48,25.64,70.05,3.69
2020-01-16 09:00:00,609.25,27.13,60.63,3.75
2020-01-16 10:00:00,750.58,28.32,54.51,3.62
2020-01-16 11:00:00,808.95,29.27,49.7,3.48
2020-01-16 12:00:00,746.25,29.88,46.62,3.41
2020-01-16 13:00:00,700.95,30.03,45.24,3.38
2020-01-16 14:00:00,560.97,29.75,45.31,3.38
2020-01-16 15:00:00,361.05,28.98,47.05,3.34
2020-01-16 16:00:00,134.85,27.66,51.34,3.14
2020-01-16 17:00:00,4.2,25.52,61.2,2.69
2020-01-16 18:00:00,0.0,24.55,67.3,2.77
2020-01-16 19:00:00,0.0,23.87,72.78,2.81
2020-01-16 20:00:00,0.0,23.11,78.62,2.69
2020-01-16 21:00:00,0.0,22.39,84.24,2.48
2020-01-16 22:00:00,0.0,21.83,88.54,2.32
2020-01-16 23:00:00,0.0,21.48,91.5,2.23
2020-01-17 00:00:00,0.0,21.18,93.67,2.22
2020-01-17 01:00:00,0.0,20.88,95.43,2.27
2020-01-17 02:00:00,0.0,20.65,96.56,2.35
2020-01-17 03:00:00,0.0,20.42,97.21,2.38
2020-01-17 04:00:00,0.0,20.26,97.06,2.43
2020-01-17 05:00:00,0.0,20.22,95.93,2.49
2020-01-17 06:00:00,23.62,20.95,90.16,2.61
2020-01-17 07:00:00,173.62,23.41,75.45,3.13
2020-01-17 08:00:00,360.35,25.68,62.87,3.53
2020-01-17 09:00:00,483.45,27.19,56.24,3.51
2020-01-17 10:00:00,609.12,28.26,53.27,3.42
2020-01-17 11:00:00,568.22,28.89,52.56,3.29
2020-01-17 12:00:00,428.73,29.39,52.01,3.14
2020-01-17 13:00:00,401.0,29.51,52.34,3.04
2020-01-17 14:00:00,273.42,29.23,53.64,3.09
2020-01-17 15:00:00,163.52,28.46,56.85,3.24
2020-01-17 16:00:00,64.07,27.11,62.38,3.39
2020-01-17 17:00:00,2.47,25.49,69.76,3.42
2020-01-17 18:00:00,0.0,24.28,76.3,3.7
2020-01-17 19:00:00,0.0,23.23,82.34,3.74
2020-01-17 20:00:00,0.0,22.46,87.17,3.49
2020-01-17 21:00:00,0.0,22.05,90.33,3.25
2020-01-17 22:00:00,0.0,21.84,92.45,3.07
2020-01-17 23:00:00,0.0,21.74,94.03,3.0
2020-01-18 00:00:00,0.0,21.75,94.9,3.0
2020-01-18 01:00:00,0.0,21.83,95.18,2.95
2020-01-18 02:00:00,0.0,21.98,95.24,3.04
2020-01-18 03:00:00,0.0,22.03,95.38,3.08
2020-01-18 04:00:00,0.0,22.02,95.52,3.2
2020-01-18 05:00:00,0.0,22.03,95.45,3.26
2020-01-18 06:00:00,16.88,22.12,95.09,3.4
2020-01-18 07:00:00,115.97,22.76,92.44,3.67
2020-01-18 08:00:00,282.42,23.81,84.13,4.13
2020-01-18 09:00:00,479.33,25.27,71.54,4.53
2020-01-18 10:00:00,555.1,26.57,62.85,4.62
2020-01-18 11:00:00,674.62,27.71,56.81,4.49
2020-01-18 12:00:00,605.0,28.45,52.89,4.29
2020-01-18 13:00:00,558.5,28.73,51.07,4.09
2020-01-18 14:00:00,420.48,28.53,51.28,4.01
2020-01-18 15:00:00,274.42,27.86,53.44,4.02
2020-01-18 16:00:00,105.32,26.65,58.07,3.91
2020-01-18 17:00:00,4.05,25.06,66.37,3.5
2020-01-18 18:00:00,0.0,23.81,74.36,3.34
2020-01-18 19:00:00,0.0,22.82,81.6,3.14
2020-01-18 20:00:00,0.0,22.17,87.7,2.99
2020-01-18 21:00:00,0.0,21.89,91.14,2.94
2020-01-18 22:00:00,0.0,21.86,92.44,3.03
2020-01-18 23:00:00,0.0,21.8,93.48,3.08
2020-01-19 00:00:00,0.0,21.79,93.57,3.02
2020-01-19 01:00:00,0.0,21.76,93.59,2.93
2020-01-19 02:00:00,0.0,21.63,93.57,2.94
2020-01-19 03:00:00,0.0,21.44,94.03,2.86
2020-01-19 04:00:00,0.0,21.27,94.52,2.85
2020-01-19 05:00:00,0.0,21.05,94.94,2.8
2020-01-19 06:00:00,25.15,21.29,94.22,2.84
2020-01-19 07:00:00,183.02,22.48,90.47,3.09
2020-01-19 08:00:00,370.92,23.88,83.12,3.55
2020-01-19 09:00:00,538.45,25.57,72.06,3.79
2020-01-19 10:00:00,546.45,27.0,64.46,3.79
2020-01-19 11:00:00,672.4,27.96,60.04,3.74
2020-01-19 12:00:00,712.38,28.37,57.86,3.61
2020-01-19 13:00:00,631.58,28.42,57.66,3.48
2020-01-19 14:00:00,482.6,27.94,59.76,3.4
2020-01-19 15:00:00,296.75,27.28,62.76,3.33
2020-01-19 16:00:00,112.82,26.2,67.86,3.03
2020-01-19 17:00:00,4.28,24.81,75.6,2.56
2020-01-19 18:00:00,0.0,24.14,80.08,2.57
2020-01-19 19:00:00,0.0,23.67,83.52,2.56
2020-01-19 20:00:00,0.0,23.16,87.12,2.45
2020-01-19 21:00:00,0.0,22.56,90.76,2.26
2020-01-19 22:00:00,0.0,22.1,92.92,2.15
2020-01-19 23:00:00,0.0,21.84,94.55,2.1
2020-01-20 00:00:00,0.0,21.76,95.43,2.16
2020-01-20 01:00:00,0.0,21.67,96.51,2.07
2020-01-20 02:00:00,0.0,21.56,97.31,2.11
2020-01-20 03:00:00,0.0,21.38,98.19,2.13
2020-01-20 04:00:00,0.0,21.21,98.94,2.13
2020-01-20 05:00:00,0.0,21.08,99.27,2.17
2020-01-20 06:00:00,15.5,21.66,96.28,2.24
2020-01-20 07:00:00,128.9,23.65,85.62,2.59
2020-01-20 08:00:00,272.02,25.66,73.6,2.88
2020-01-20 09:00:00,492.33,27.44,64.47,2.76
2020-01-20 10:00:00,603.05,28.77,58.63,2.58
2020-01-20 11:00:00,615.28,29.55,55.99,2.52
2020-01-20 12:00:00,680.12,29.98,54.75,2.57
2020-01-20 13:00:00,575.9,30.06,54.7,2.59
2020-01-20 14:00:00,486.6,29.68,56.49,2.54
2020-01-20 15:00:00,297.05,28.69,61.26,2.52
2020-01-20 16:00:00,107.43,27.4,68.35,2.36
2020-01-20 17:00:00,4.25,25.77,78.55,1.86
2020-01-20 18:00:00,0.0,25.14,83.12,1.82
2020-01-20 19:00:00,0.0,24.74,86.03,1.78
2020-01-20 20:00:00,0.0,24.32,89.12,1.63
2020-01-20 21:00:00,0.0,23.97,91.18,1.49
2020-01-20 22:00:00,0.0,23.7,92.32,1.43
2020-01-20 23:00:00,0.0,23.51,92.9,1.42
2020-01-21 00:00:00,0.0,23.31,93.37,1.4
